,dissimilarity_0,dissimilarity_45,dissimilarity_90,dissimilarity_135,correlation_0,correlation_45,correlation_90,correlation_135,homogeneity_0,homogeneity_45,homogeneity_90,homogeneity_135,contrast_0,contrast_45,contrast_90,contrast_135,ASM_0,ASM_45,ASM_90,ASM_135,energy_0,energy_45,energy_90,energy_135,label
0,16.60459474885948,19.389338842972922,18.26153783431285,18.84392561983206,0.9235798228956366,0.9072856424402416,0.9161590874665154,0.909117491978428,0.16650322953898652,0.14595317546319272,0.1498898917289522,0.15298132871263168,1263.1893957925301,1542.5868595039312,1389.3681099151702,1512.184793388183,0.0015177182435295907,0.0009516462758690465,0.0009321846095509927,0.001150472133050949,0.03895790347964827,0.030848764576057928,0.030531698438688155,0.033918610423349434,dark1
1,11.679835290281106,11.303657024792729,11.736240215264779,13.159876033057104,0.9343183110582364,0.937405512423308,0.9326815536035351,0.9188956687145063,0.14912313951948095,0.15137766586120008,0.14815851830307575,0.14001733253778637,717.2099233529242,689.2235330578043,736.4114685257907,893.0202479338174,0.0010105455879809591,0.000980266887507593,0.0009903146803031109,0.0009696887166176257,0.03178907969698021,0.03130921409916884,0.03146926564607301,0.031139825250274377,dark10
2,17.009723581214388,17.492190082642328,18.563070776256914,20.21778925619578,0.9051322852136842,0.9047448178358944,0.8988709944384895,0.8812618645929989,0.15935970446272424,0.15559114995736498,0.15172524744138413,0.14660445849890702,1287.6834434116013,1302.4213636361462,1373.130136986284,1623.4793595039112,0.0010266104715873545,0.001041016025202938,0.0009827846297124332,0.0009409769653710161,0.03204076265614404,0.03226477994970581,0.03134939600235439,0.030675347844336114,dark100
3,12.571591650359526,12.980144628098206,11.879199282453321,13.493966942147896,0.9250280373150895,0.9234878468650516,0.9318550408678241,0.916480565950931,0.15609402644974882,0.15409173131831921,0.15709150765451127,0.14923316287759636,842.9751712328915,866.8334090908336,767.0198140900438,946.2147520660359,0.0016261192245671787,0.0015503109845637103,0.0015915554155609137,0.0015561119032168364,0.04032516862416299,0.03937398867988498,0.03989430304643651,0.039447584250709655,dark11
4,13.462553000652875,12.385309917354405,13.460636823223005,15.39770661156892,0.9383373867420624,0.9423605891246708,0.9350731959052954,0.9211736937833612,0.12969674622660715,0.1350511509548278,0.12878529547873102,0.12158554176052713,794.0718158838813,746.3990702478746,837.8448915525119,1020.7828305783987,0.0006863738142603148,0.0006883260193974945,0.0006982695572247289,0.0006648534082370585,0.026198736882916986,0.026235968047653484,0.026424790580527387,0.025784751467428545,dark12
5,11.473520058708887,12.937314049585696,12.444695857795788,12.283739669420628,0.9421605101752266,0.929564105586649,0.9316297880078211,0.9314514357413288,0.1369026506691758,0.13198070152491953,0.13306570441172605,0.13433911605336063,617.0217098825975,757.6395041321763,730.5446632420308,737.3447727272244,0.001124802605547623,0.0010837677583497018,0.0011013605910909405,0.0010955544361722913,0.03353807695064854,0.03292062815849208,0.03318675324720604,0.033099160656613204,dark13
6,15.230980919766026,17.270454545452672,15.787569308546335,14.746301652891221,0.9308567053251784,0.9208014354518962,0.9287894539619189,0.9304135159671846,0.13250807787715288,0.12261279745813111,0.1302469087225761,0.13874037920518328,1026.5478025113962,1178.5453305783458,1057.4845686562107,1035.5264669420324,0.0008807113262519001,0.0007510810822346587,0.0008314892459258058,0.0009445425090497735,0.02967678092805721,0.027405858538543517,0.028835555238729247,0.030733410306208672,dark14
7,16.194960861057616,15.704772727271157,15.046212491846969,17.804442148758657,0.9174476669276713,0.9230432141509584,0.9261573034122923,0.9018750617677442,0.11907011718093466,0.12107057192102043,0.12453176836508006,0.1099809253153249,1075.8699037834197,1006.997789256071,962.5838429549724,1283.9741528924108,0.0006545633916683206,0.0006326937196911705,0.0006553782710463077,0.0006171903814629116,0.025584436512620726,0.025153403739676474,0.025600356853885994,0.024843316635725424,dark15
8,12.406250000000561,11.501425619833748,12.58789954337947,13.889256198345942,0.935187289522605,0.9451898293269761,0.9346167364429818,0.9214077603416626,0.1501571108855949,0.15684026119142247,0.14994038559172304,0.1450572035874963,789.6678286040519,672.5021694214374,797.537875081544,964.2806611569349,0.0013550947482068002,0.0013933359230925016,0.0013426984839722184,0.0012919792876167706,0.03681161159480525,0.037327415167574915,0.036642850380015725,0.035944113393110294,dark16
9,17.15745270711123,16.129772727271032,16.155679223745075,18.62103305784948,0.9102566533852702,0.9207495669725085,0.9156463440774035,0.8943866349029459,0.10959932080853996,0.11148045652534223,0.11240273355500285,0.1037722241395515,1185.3769569471483,1052.029524793243,1115.4141185583633,1402.006694214691,0.0005644961577784581,0.0005530833788674511,0.0005797505252061386,0.000550261892971687,0.0237591278833727,0.02351772478084245,0.024078009162016252,0.023457661711510952,dark17
10,11.979166666667076,14.899876033056396,14.707171395956335,14.68929752065985,0.9415626245169982,0.9208998036660565,0.92127318390711,0.9187709799806549,0.13811875162494264,0.13017428411544274,0.12861077683175004,0.129007819176509,735.597765818657,1002.7129338841675,991.5566087736298,1029.6865289254981,0.0012288196103290782,0.0011704784509252734,0.0011827620959912986,0.0011802184362405012,0.03505452339326664,0.03421225585846793,0.03439130843674457,0.03435430738991111,dark18
11,12.74985730593668,15.716074380163851,15.177959882583972,15.084999999998534,0.9457797869968804,0.9236337698292658,0.9272732913698764,0.9229700149719484,0.13700045404624406,0.1220645480237668,0.1223761131925717,0.12550898245660955,729.3587940313113,1031.9911157023637,978.685991519887,1040.978553718888,0.0008293161649941591,0.0007766087101289785,0.0008079753425694537,0.0008026654600094647,0.028797850006452897,0.027867700122704394,0.028424907081105007,0.028331351185735296,dark19
12,12.787589693412459,15.177376033056627,14.430406066537172,14.152975206610419,0.9173365886289249,0.8885284258403702,0.899013353753392,0.904661696140393,0.16311433985340348,0.1587962955502876,0.15919808367421318,0.1605123674227267,804.8556751468186,1096.4822933883133,984.4949853229517,937.7843801651989,0.0021379995641923263,0.0021071298067067965,0.002141882395863835,0.0021266488371692134,0.04623850737418247,0.04590348360099478,0.046280475320202095,0.046115602968726466,dark2
13,12.340549575995384,14.734152892561031,13.707334474886814,12.37725206611503,0.9258598353048949,0.9043546119143049,0.9140334537446562,0.9229797849693919,0.17547120581662065,0.16501224955803653,0.16787971961949036,0.1708270223536732,773.8218362687691,1007.1824586775912,899.9048230593695,811.0399793387941,0.0014825820243536867,0.0014166971176830779,0.0014207976704552995,0.0014191954528378103,0.038504311763147864,0.03763903715138151,0.037693469864889056,0.03767221061787867,dark20
14,14.284348499674483,15.599855371899471,13.334148727984887,13.742479338841905,0.9276072313292614,0.9182882494385057,0.9345122895916753,0.9320842774219718,0.14070939203503452,0.13711341873420563,0.14478730442443524,0.14022098463973257,955.4190516960061,1085.3389876031858,864.52853881278,902.1140082643936,0.0010142987703071508,0.0009599150075130227,0.0010438802214644042,0.0010237771924730514,0.03184805755940464,0.030982495178939716,0.03230913526333387,0.031996518442997064,dark21
15,14.66205968688941,15.937913223139045,14.405128832355775,14.366301652891547,0.9121474037092112,0.9053778781537088,0.9173947751497606,0.9127947153727133,0.12923374893373604,0.12263591494708331,0.12982293003964945,0.12613796326816706,959.5016715590326,1039.8356404957535,903.9609018264852,958.3369628098335,0.0008955773689581395,0.0008495861365342647,0.0008777136006870218,0.00086920292329749,0.02992619870545104,0.029147660910170216,0.02962623163156296,0.029482247595756503,dark22
16,17.077238258317983,16.751095041320852,14.662793542075221,17.822706611568726,0.8980749312840264,0.9039583969916127,0.9189631956781406,0.8878015779792671,0.13158834921150228,0.13182424737250423,0.1419935346313434,0.12861369807747622,1226.2762353228868,1162.134896694077,975.8564497716814,1357.6168801651568,0.001137750710584755,0.001097216933610928,0.0011338281945784444,0.0010938793456729567,0.03373056048429606,0.03312426502748292,0.03367236544376478,0.03307384685326091,dark23
17,15.081274461840476,16.906611570246167,14.508847031964331,14.103326446279763,0.9285489741312897,0.9201986206575417,0.9332809636224677,0.9317172055280172,0.11999196665835357,0.11449797441048642,0.1266580546155554,0.13024952171961499,992.1594300391454,1110.4816528924052,927.5517775603374,950.2005165288234,0.0006774693559477748,0.0006157782511439415,0.000691572669894024,0.0007149460419368967,0.026028241507020308,0.02481487963186486,0.02629776929501862,0.026738474936631982,dark24
18,12.653029191129122,15.397541322312527,14.484854044358293,13.435764462808793,0.9390952905999908,0.9203471414267932,0.9248591099910383,0.9292775309246221,0.13723151056246816,0.12989641849178732,0.13181416292424888,0.13465869047366913,786.9562336921133,1035.6130371899537,971.8388576320846,919.5100619833858,0.0009687039628472452,0.0009200253141860253,0.0009716418502527915,0.0009511570674816162,0.03112400942756645,0.030331919065334875,0.031171170177790752,0.030840834416105155,dark25
19,15.528599967385045,15.475702479337365,14.15647423352974,16.591942148758807,0.917155139730201,0.9158733239604224,0.9237520725676663,0.9047286014210028,0.12104297819150676,0.12311817468501045,0.12926592348191684,0.11501764041311956,983.678021037172,1005.2323966940855,906.0920580561024,1138.4349173552453,0.0008899432322695681,0.0008701284065294532,0.000911943313303753,0.0008698103783893068,0.02983191633585694,0.029497939021725792,0.030198399184456003,0.02949254784499479,dark26
